project_key,branch_id,project_leader,project_coordinator,project_type,status,source
100368,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100369,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100370,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100371,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100372,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100373,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100374,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100375,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100376,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100377,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100378,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100379,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100380,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100381,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100382,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100383,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100384,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100385,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100386,1-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100387,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100388,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100389,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100390,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100391,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100392,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100393,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100394,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100395,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100396,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100397,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100398,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100399,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100400,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100401,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100402,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100403,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100404,1-00,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100405,1-10,Maria Gomez,Amber Marshall,Infrastructure / Engineering,Active,Sole Source
100406,1-10,Maria Gomez,Amber Marshall,Infrastructure / Engineering,Active,Sole Source
100407,1-10,Maria Gomez,Amber Marshall,Infrastructure / Engineering,Active,Sole Source
100408,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100409,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100410,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100411,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100412,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100413,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100414,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100415,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100416,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100417,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100418,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100419,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100420,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100421,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100422,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100423,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100424,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100425,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100426,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100427,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100428,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100429,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100430,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100431,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100432,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100433,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100434,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100435,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100436,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100437,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100438,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100439,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100440,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100441,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100442,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100443,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100444,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100445,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100446,3-40,Theresa Kennedy,Gregory Newman,Survey - Legal,Inactive,Sole Source
100447,1-10,Maria Gomez,Amber Marshall,Infrastructure / Engineering,Active,Sole Source
100448,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100449,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100450,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100451,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100452,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100453,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100454,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100455,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100456,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100457,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100458,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100459,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100460,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100461,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100462,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100463,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100464,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100465,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100466,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100467,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100468,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100469,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100470,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100471,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100472,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100473,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100474,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100475,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100476,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100477,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100478,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100479,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100480,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100481,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100482,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100483,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100484,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100485,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100486,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100487,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100488,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100489,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100490,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100491,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100492,3-40,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100493,1-60,Cody Johnston,Helen Jenkins,Planning,Active,RFP
100494,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100495,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100496,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100497,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100498,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100499,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100500,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100501,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100502,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100503,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100504,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100505,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100506,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100507,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100508,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100509,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100510,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100511,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100512,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100513,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100514,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100515,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100516,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100517,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100518,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100519,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100520,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100521,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100522,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100523,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100524,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100525,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100526,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100527,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100528,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100529,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100530,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100531,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100532,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100533,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100534,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100535,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100536,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100537,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100538,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100539,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100540,1-62,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
100541,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100542,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100543,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100544,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100545,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100546,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100547,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100548,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100549,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100550,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100551,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100552,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100553,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100554,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100555,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100556,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100557,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100558,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
100559,1-65,Brandy Price,Miss Carolyn Harris DDS,Information Technology,Active,Sole Source
